Date,Date,MeanTemp,Month,DayOfYear
1944-12-17,1944-12-17,17.77777778,12,352
1944-12-18,1944-12-18,17.77777778,12,353
1944-12-19,1944-12-19,17.77777778,12,354
1944-12-20,1944-12-20,17.77777778,12,355
1944-12-21,1944-12-21,16.66666667,12,356
1944-12-22,1944-12-22,17.77777778,12,357
1944-12-23,1944-12-23,16.66666667,12,358
1944-12-24,1944-12-24,18.88888889,12,359
1944-12-25,1944-12-25,18.88888889,12,360
1944-12-26,1944-12-26,18.33333333,12,361
1944-12-27,1944-12-27,16.66666667,12,362
1944-12-28,1944-12-28,16.66666667,12,363
1944-12-29,1944-12-29,17.77777778,12,364
1944-12-30,1944-12-30,18.33333333,12,365
1944-12-31,1944-12-31,18.88888889,12,366
1945-01-01,1945-01-01,18.88888889,1,1
1945-01-02,1945-01-02,18.88888889,1,2
1945-01-03,1945-01-03,16.66666667,1,3
1945-01-04,1945-01-04,16.66666667,1,4
1945-01-05,1945-01-05,17.22222222,1,5
1945-01-06,1945-01-06,15.0,1,6
1945-01-07,1945-01-07,14.44444444,1,7
1945-01-08,1945-01-08,12.22222222,1,8
1945-01-09,1945-01-09,13.88888889,1,9
1945-01-10,1945-01-10,15.0,1,10
1945-01-11,1945-01-11,15.55555556,1,11
1945-01-12,1945-01-12,17.77777778,1,12
1945-01-13,1945-01-13,16.66666667,1,13
1945-01-14,1945-01-14,16.66666667,1,14
1945-01-15,1945-01-15,16.66666667,1,15
1945-01-16,1945-01-16,16.66666667,1,16
1945-01-17,1945-01-17,16.66666667,1,17
1945-01-18,1945-01-18,17.22222222,1,18
1945-01-19,1945-01-19,18.88888889,1,19
1945-01-20,1945-01-20,18.88888889,1,20
1945-01-21,1945-01-21,18.88888889,1,21
1945-01-22,1945-01-22,18.88888889,1,22
1945-01-23,1945-01-23,17.22222222,1,23
1945-01-24,1945-01-24,17.77777778,1,24
1945-01-25,1945-01-25,18.33333333,1,25
1945-01-26,1945-01-26,17.22222222,1,26
1945-01-27,1945-01-27,16.11111111,1,27
1945-01-28,1945-01-28,18.33333333,1,28
1945-01-29,1945-01-29,17.22222222,1,29
1945-01-30,1945-01-30,17.22222222,1,30
1945-01-31,1945-01-31,17.22222222,1,31
1945-02-01,1945-02-01,17.22222222,2,32
1945-02-02,1945-02-02,16.66666667,2,33
1945-02-03,1945-02-03,15.55555556,2,34
1945-02-04,1945-02-04,16.11111111,2,35
1945-02-05,1945-02-05,16.66666667,2,36
1945-02-06,1945-02-06,17.22222222,2,37
1945-02-07,1945-02-07,16.66666667,2,38
1945-02-08,1945-02-08,17.77777778,2,39
1945-02-09,1945-02-09,20.0,2,40
1945-02-10,1945-02-10,15.55555556,2,41
1945-02-11,1945-02-11,17.22222222,2,42
1945-02-12,1945-02-12,15.55555556,2,43
1945-02-13,1945-02-13,16.66666667,2,44
1945-02-14,1945-02-14,17.22222222,2,45
1945-02-15,1945-02-15,15.55555556,2,46
1945-02-16,1945-02-16,15.55555556,2,47
1945-02-17,1945-02-17,15.0,2,48
1945-02-18,1945-02-18,17.22222222,2,49
1945-02-19,1945-02-19,17.77777778,2,50
1945-02-20,1945-02-20,18.88888889,2,51
1945-02-21,1945-02-21,18.88888889,2,52
1945-02-22,1945-02-22,18.88888889,2,53
1945-02-23,1945-02-23,17.77777778,2,54
1945-02-24,1945-02-24,18.88888889,2,55
1945-02-25,1945-02-25,16.66666667,2,56
1945-02-26,1945-02-26,18.88888889,2,57
1945-02-27,1945-02-27,19.44444444,2,58
1945-02-28,1945-02-28,16.66666667,2,59
1945-03-01,1945-03-01,20.0,3,60
1945-03-02,1945-03-02,20.0,3,61
1945-03-03,1945-03-03,22.77777778,3,62
1945-03-04,1945-03-04,23.33333333,3,63
1945-03-05,1945-03-05,23.88888889,3,64
1945-03-06,1945-03-06,21.66666667,3,65
1945-03-07,1945-03-07,22.22222222,3,66
1945-03-08,1945-03-08,22.22222222,3,67
1945-03-09,1945-03-09,22.77777778,3,68
1945-03-10,1945-03-10,22.22222222,3,69
1945-03-11,1945-03-11,22.22222222,3,70
1945-03-12,1945-03-12,21.11111111,3,71
1945-03-13,1945-03-13,22.22222222,3,72
1945-03-14,1945-03-14,22.22222222,3,73
1945-03-15,1945-03-15,22.22222222,3,74
1945-03-16,1945-03-16,23.33333333,3,75
1945-03-17,1945-03-17,26.11111111,3,76
1945-03-18,1945-03-18,20.55555556,3,77
1945-03-19,1945-03-19,12.22222222,3,78
1945-03-20,1945-03-20,21.66666667,3,79
1945-03-21,1945-03-21,24.44444444,3,80
1945-03-22,1945-03-22,24.44444444,3,81
1945-03-23,1945-03-23,23.33333333,3,82
1945-03-24,1945-03-24,23.33333333,3,83
1945-03-25,1945-03-25,22.22222222,3,84
1945-03-26,1945-03-26,23.33333333,3,85
1945-03-27,1945-03-27,24.44444444,3,86
1945-03-28,1945-03-28,25.55555556,3,87
1945-03-29,1945-03-29,25.55555556,3,88
1945-03-30,1945-03-30,27.77777778,3,89
1945-03-31,1945-03-31,26.66666667,3,90
1945-04-01,1945-04-01,28.33333333,4,91
1945-04-02,1945-04-02,28.88888889,4,92
1945-04-03,1945-04-03,30.55555556,4,93
1945-04-04,1945-04-04,28.88888889,4,94
1945-04-05,1945-04-05,28.88888889,4,95
1945-04-06,1945-04-06,27.22222222,4,96
1945-04-07,1945-04-07,25.55555556,4,97
1945-04-08,1945-04-08,25.55555556,4,98
1945-04-09,1945-04-09,26.66666667,4,99
1945-04-10,1945-04-10,26.66666667,4,100
1945-04-11,1945-04-11,25.55555556,4,101
1945-04-12,1945-04-12,26.66666667,4,102
1945-04-13,1945-04-13,24.44444444,4,103
1945-04-14,1945-04-14,25.55555556,4,104
1945-04-15,1945-04-15,25.55555556,4,105
1945-04-16,1945-04-16,25.55555556,4,106
1945-04-17,1945-04-17,24.44444444,4,107
1945-04-18,1945-04-18,26.66666667,4,108
1945-04-19,1945-04-19,27.22222222,4,109
1945-04-20,1945-04-20,27.77777778,4,110
1945-04-21,1945-04-21,21.11111111,4,111
1945-04-22,1945-04-22,23.33333333,4,112
1945-04-23,1945-04-23,26.11111111,4,113
1945-04-24,1945-04-24,26.66666667,4,114
1945-04-25,1945-04-25,26.11111111,4,115
1945-04-26,1945-04-26,27.22222222,4,116
1945-04-27,1945-04-27,25.55555556,4,117
1945-04-28,1945-04-28,25.55555556,4,118
1945-04-29,1945-04-29,26.66666667,4,119
1945-04-30,1945-04-30,23.88888889,4,120
1945-05-01,1945-05-01,26.66666667,5,121
1945-05-02,1945-05-02,27.77777778,5,122
1945-05-03,1945-05-03,25.0,5,123
1945-05-04,1945-05-04,24.44444444,5,124
1945-05-05,1945-05-05,24.44444444,5,125
1945-05-06,1945-05-06,26.66666667,5,126
1945-05-07,1945-05-07,25.55555556,5,127
1945-05-08,1945-05-08,24.44444444,5,128
1945-05-09,1945-05-09,25.0,5,129
1945-05-10,1945-05-10,27.22222222,5,130
1945-05-11,1945-05-11,25.55555556,5,131
1945-05-12,1945-05-12,24.44444444,5,132
1945-05-13,1945-05-13,26.66666667,5,133
1945-05-14,1945-05-14,25.55555556,5,134
1945-05-15,1945-05-15,22.22222222,5,135
1945-05-16,1945-05-16,25.0,5,136
1945-05-17,1945-05-17,26.66666667,5,137
1945-05-18,1945-05-18,27.22222222,5,138
1945-05-19,1945-05-19,27.77777778,5,139
1945-05-20,1945-05-20,27.77777778,5,140
1945-05-21,1945-05-21,26.11111111,5,141
1945-05-22,1945-05-22,27.77777778,5,142
1945-05-23,1945-05-23,26.66666667,5,143
1945-05-24,1945-05-24,26.66666667,5,144
1945-05-25,1945-05-25,23.88888889,5,145
1945-05-26,1945-05-26,24.44444444,5,146
1945-05-27,1945-05-27,23.33333333,5,147
1945-05-28,1945-05-28,25.55555556,5,148
1945-05-29,1945-05-29,24.44444444,5,149
1945-05-30,1945-05-30,25.55555556,5,150
1945-05-31,1945-05-31,26.66666667,5,151
